ID,Icd1,Icd2,DiagnosisText,Comments,Likelihood,Prompt,MuseFlags,CodingFlag,OKForMultipleCodes,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut
779,3B100,,Haemophilia A,,,,,,,2022,9999,13/10/2023,NA,,
780,3B20,,Disseminated Intravascular Coagulation,,,,,,,2022,9999,13/10/2023,NA,,
781,3B20,,Disseminated Intravascular Coagulopathy,,,,,,,2022,9999,13/10/2023,NA,,
782,3B22,,Acquired Haemophilia,,,,,,,2022,9999,13/10/2023,NA,,
783,3B2Y,,Heyde's Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
784,3B4Z,,Coagulopathy,,,,,,,2022,9999,13/10/2023,NA,,
785,3B631Z,,Essential Thrombocythaemia,,,,,,,2022,9999,13/10/2023,NA,,
786,3B631Z,,Essential Thrombocytosis,,,,,,,2022,9999,13/10/2023,NA,,
787,3B631Z,,Thrombocythaemia,,,,,,,2022,9999,13/10/2023,NA,,
788,3B63Z,,Thrombocytosis,,,,,,,2022,9999,29/04/2024,NA,,
789,3B6410,,Idiopathic Thrombocytopenia Purpura,,,,,,,2022,9999,07/08/2024,NA,,
4375,3B6410,,Immune thrombocytopenic purpura ,,,,,,,2022,9999,28/03/2025,NA,,
790,3B6410&XB5F,,Idiopathic Thrombocytopenia,,,,,,,2022,9999,13/10/2023,NA,,
791,3B6410&XB5F,,Idiopathic Thrombocytopenic Purpura,,,,,,,2022,9999,13/10/2023,NA,,
792,3B64Z,,Immune Thrombocytopenia,,,,,,,2022,9999,13/10/2023,NA,,
793,3B64Z,,Thrombocytopenia,,,,,,,2022,9999,13/10/2023,NA,,
794,3B65,,Thrombotic Microangiopathy,,,,,,,2022,9999,13/10/2023,NA,,
795,3B816,,Splenic Infarction,,,,,,,2022,9999,13/10/2023,NA,,
796,3B8171,,Splenic Abscess,,,,,,,2022,9999,21/11/2023,NA,,
797,4A0123,,Haemophagocytic Lymphohistiocytosis,,,,,,,2022,9999,13/10/2023,NA,,
798,4A400Y,,Lupus Nephritis,,,,,,,2022,9999,13/10/2023,NA,,
799,4A400Z,,Lupus,,,,,,,2022,9999,13/10/2023,NA,,
800,4A400Z,,Systemic Lupus Erythematosus,,,,,,,2022,9999,13/10/2023,NA,,
801,4A410Z,,Dermatomyositis,,,,,,,2022,9999,13/10/2023,NA,,
802,4A411Z,,Polymyositis,,,,,,,2022,9999,13/10/2023,NA,,
803,4A4120,,Inclusion Body Myositis,,,,,,,2022,9999,13/10/2023,NA,,
804,4A42Z,,Scleroderma,,,,,,,2022,9999,13/10/2023,NA,,
805,4A42Z,,Systemic Sclerosis,,,,,,,2022,9999,13/10/2023,NA,,
806,4A432Z,,Sjogren Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
807,4A433,,Mixed Connective Tissue Disease,,,,,,,2022,9999,21/11/2023,NA,,
808,4A43Y,,Antisynthetase Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
3180,4A43Z,,Connective Tissue Disease,,,,,,,2022,9999,18/02/2025,NA,,
809,4A442,,Giant Cell Arteritis,,,,,,,2022,9999,13/10/2023,NA,,
810,4A444,,Polyangiitis,,,,,,,2022,9999,13/10/2023,NA,,
811,4A448,,Buerger Disease,,,,,,,2022,9999,13/10/2023,NA,,
812,4A44A0,,Microscopic Polyangiitis,,,,,,,2022,9999,13/10/2023,NA,,
813,4A44A1,,Granulomatosis Polyangiitis,,,,,,,2022,9999,13/10/2023,NA,,
814,4A44A1,,Wegener's Granulomatosis,,,,,,,2022,9999,13/10/2023,NA,,
815,4A44AZ,,Anca Positive Vasculitis,,,,,,,2022,9999,13/10/2023,NA,,
816,4A44AZ,,Anca Vasculitis,,,,,,,2022,9999,13/10/2023,NA,,
817,4A44Y,,Large Vessel Vasculitis,,,,,,,2022,9999,13/10/2023,NA,,
818,4A44Z,,Vasculitis,,,,,,,2022,9999,13/10/2023,NA,,
819,4A45Z,,Anti Phospholipid Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
820,4A45Z,,Antiphospholipid Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
821,4A45Z,,Anti-Phospholipid Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
822,4B000Z,1G40,Neutropaenic Sepsis,,,,,,,2022,9999,13/10/2023,NA,,
823,4B000Z,1G40,Neutropenic Sepsis,,,,,,,2022,9999,13/10/2023,NA,,
824,4B000Z,,Neutropenia,,,,,,,2022,9999,13/10/2023,NA,,
825,4B200,,Pulmonary Sarcoidosis,,,,,,,2022,9999,13/10/2023,NA,,
826,4B203,,Neurosarcoidosis,,,,,,,2022,9999,06/08/2024,NA,,
827,4B20Z,,Sarcoidosis,,,,,,,2022,9999,13/10/2023,NA,,
828,4B24Y,,Graft Versus Host Disease,,,,,,,2022,2022,18/09/2024,NA,26/02/2025,NA
829,4B24Y,,Gut Graft Versus Host Disease,,,,,,,2022,2022,13/10/2023,NA,14/02/2024,NA
830,4B24Y&XA9607,,Gut Graft Versus Host Disease,,,,,,,2022,2022,14/02/2024,NA,18/09/2024,NA
831,4B24Z,,Graft Versus Host Disease,,,,,,,2022,9999,13/10/2023,NA,,
832,4B24Z,,Graft Vs Host Disease,,,,,,,2022,9999,13/10/2023,NA,,
833,4B402,,Good Syndrome,,,,,,,2022,9999,01/03/2024,NA,,
834,5A002Z,,Acquired Hypothyroidism,,,,,,,2022,9999,13/10/2023,NA,,
835,5A00Z,,Hypothyroid,,,,,,,2022,9999,13/10/2023,NA,,
836,5A00Z,,Hypothyroidism,,,,,,,2022,9999,13/10/2023,NA,,
837,5A020,,Graves Disease,,,,,,,2022,9999,13/10/2023,NA,,
838,5A02Z,,Hyperthyroidism,,,,,,,2022,9999,13/10/2023,NA,,
839,5A02Z,,Thyrotoxicosis,,,,,,,2022,9999,13/10/2023,NA,,
840,5A10,,Diabetes Mellitus Type 1,,,,,,,2022,9999,13/10/2023,NA,,
841,5A10,,Insulin Dependent Diabetes,,,,,,,2022,9999,13/10/2023,NA,,
842,5A10,,Insulin Dependent Diabetes Mellitus,,,,,,,2022,9999,13/10/2023,NA,,
843,5A10,,Insulin-Dependent Diabetes Mellitus,,,,,,,2022,9999,13/10/2023,NA,,
844,5A10,,Type 1 Diabetes,,,,,,,2022,9999,13/10/2023,NA,,
845,5A10,,Type 1 Diabetes Mellitus,,,,,,,2022,9999,13/10/2023,NA,,
846,5A11,,Diabetes (Type 2),,,,,,,2022,2022,13/10/2023,NA,14/03/2025,NA
847,5A11,,Diabetes Mellitus Type 2,,,,,,,2022,9999,13/10/2023,NA,,
848,5A11,,Diabetes Type 2,,,,,,,2022,9999,13/10/2023,NA,,
849,5A11,,DM2,,,,,,,2022,9999,13/10/2023,NA,,
850,5A11,,Non Insulin Dependent Diabetes,,,,,,,2022,9999,13/10/2023,NA,,
851,5A11,,Non Insulin Dependent Diabetes Mellitus,,,,,,,2022,9999,13/10/2023,NA,,
852,5A11,,T2DM,,,,,,,2022,9999,13/10/2023,NA,,
853,5A11,,Type 2 Diabetes,,,,,,,2022,9999,13/10/2023,NA,,
854,5A11,,Type 2 Diabetes Mellitus,,,,,,,2022,9999,13/10/2023,NA,,
855,5A11,,Type 2 DM,,,,,,,2022,9999,13/10/2023,NA,,
4376,5A14,BC4Z,Diabetic Heart Disease,,,,,,,2022,9999,28/03/2025,NA,,
856,5A14,GB61Z,Diabetic Kidney Disease,,,,,,,2022,9999,09/09/2024,NA,,
857,5A14,GB61Z,Diabetic Nephropathy,,,,,,,2022,9999,01/02/2024,NA,,
858,5A14,,Diabetes,,,,,,,2022,9999,13/10/2023,NA,,
859,5A14,,Diabetes Mellitus,,,,,,,2022,9999,13/10/2023,NA,,
860,5A200,,Hyperglycaemic Hyperosmolar State,,,,,,,2022,9999,13/10/2023,NA,,
861,5A200,,Hyperosmolar Hyperglycaemic,,,,,,,2022,9999,13/10/2023,NA,,
862,5A200,,Hyperosmolar Hyperglycaemic State,,,,,,,2022,9999,13/10/2023,NA,,
863,5A220,,Diabetes Ketoacidosis,,,,,,,2022,9999,13/10/2023,NA,,
864,5A220,,Diabetic Keto Acidosis,,,,,,,2022,9999,13/10/2023,NA,,
865,5A220,,Diabetic Ketoacidosis,,,,,,,2022,9999,13/10/2023,NA,,
866,5A220&XS25,,Severe Diabetic Ketoacidosis,,,,,,,2022,9999,13/10/2023,NA,,
867,5A24,,Poorly Controlled Diabetes,,,,,,,2022,9999,13/10/2023,NA,,
868,5A24,,Poorly Controlled Diabetes Mellitus,,,,,,,2022,9999,13/10/2023,NA,,
869,5A40Z,,Prediabetes,,,,,,,2022,9999,13/10/2023,NA,,
870,5A41,8E4Y,Hypoglycaemic Brain Injury,,,,,,,2022,2022,13/10/2023,NA,17/02/2025,NA
4423,5A41,8E7Y,Hypoglycaemic Brain Injury,,,,,,,2022,9999,17/02/2025,NA,,
871,5A41,,Hypoglycaemia,,,,,,,2022,9999,13/10/2023,NA,,
872,5A41,,Hypoglycemia,,,,,,,2022,9999,05/08/2024,NA,,
873,5A44,,Metabolic Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
874,5A510,,Primary Hyperparathyroidism,,,,,,,2022,9999,13/10/2023,NA,,
875,5A51Z,,Hyperparathyroidism,,,,,,,2022,9999,13/10/2023,NA,,
876,5A602Z,,Syndrome Inappropriate Antidiuretic Hormone Secretion,,,,,,,2022,9999,14/12/2023,NA,,
877,5A602Z,,Syndrome Of Inappropriate Antidiuretic Hormone Secretion,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
878,5A610,,Hypopituitarism,,,,,,,2022,9999,13/10/2023,NA,,
879,5A610,,Panhypopituitarism,,,,,,,2022,9999,13/10/2023,NA,,
880,5A740,,Addison Disease,,,,,,,2022,9999,13/10/2023,NA,,
881,5A741,,Addisonian Crisis,,,,,,,2022,9999,13/10/2023,NA,,
882,5A74Z,,Adrenal Insufficiency,,,,,,,2022,9999,13/10/2023,NA,,
883,5A75,,Phaeochromocytoma,,,,,,,2022,9999,13/10/2023,NA,,
884,5B54,,Low Body Mass Index,,,,,,,2022,9999,30/11/2023,NA,,
3230,5B54&XS25,,Emaciation ,,1,this code is for adults only,,,,2022,9999,07/03/2025,NA,,
885,5B5A10,,Wernicke Encephalopathy,,,,,,,2022,9999,13/10/2023,NA,,
886,5B5A11,,Korsakoff Dementia,,,,,,,2022,9999,13/10/2023,NA,,
887,5B5A11,,Korsakoff Psychosis,,,,,,,2022,9999,13/10/2023,NA,,
888,5B5A11,,Korsakoff Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
889,5B5A1Z,,Wernicke-Korsakoff Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
890,5B5K0,,Iron Deficiency,,,,,,,2022,9999,09/11/2023,NA,,
891,5B7Z,,Malnutrition,,,,,,,2022,9999,13/10/2023,NA,,
892,5B7Z,,Nutritional Deficiency,,,,,,,2022,9999,13/10/2023,NA,,
893,5B8101&XS2B,,Morbid Obesity,,,,,,,2022,9999,13/10/2023,NA,,
894,5B81Y,,Endogenous Obesity,,,,,,,2022,9999,13/10/2023,NA,,
895,5B81Y,,Extreme Obesity,,,,,,,2022,9999,13/10/2023,NA,,
896,5B81Z,BC43Z,Obesity Cardiomyopathy,,,,,,,2022,9999,13/10/2023,NA,,
897,5B81Z,,High Body Mass Index,,,,,,,2022,9999,13/10/2023,NA,,
898,5B81Z,,Increased Body Mass Index,,,,,,,2022,9999,25/10/2023,NA,,
899,5B81Z,,Obesity,,,,,,,2022,9999,13/10/2023,NA,,
900,5B81Z,,Raised Body Mass Index,,,,,,,2022,9999,28/11/2023,NA,,
901,5B910,,Hypercalcaemia,,,,,,,2022,9999,13/10/2023,NA,,
902,5C5A,,Alpha 1 Anti Trypsin Deficiency,,,,,,,2022,9999,14/08/2024,NA,,
903,5C5A,,Alpha-1-Antitrypsin Deficiency,,,,,,,2022,9999,13/10/2023,NA,,
904,5C6410,,Hereditary Haemochromatosis,,,,,,,2022,9999,13/10/2023,NA,,
905,5C641Y,,Genetic Haemochromatosis,,,,,,,2022,2022,06/08/2024,NA,24/09/2024,NA
906,5C641Y,,Haemochromatosis,,,,,,,2022,9999,13/10/2023,NA,,
907,5C641Y&XB4S,,Genetic Haemochromatosis,,,,,,,2022,9999,24/09/2024,NA,,
908,5C700,,Dehydration,,,,,,,2022,9999,13/10/2023,NA,,
909,5C701,,Hypovolaemia,,,,,,,2022,9999,13/10/2023,NA,,
910,5C71,,Hypernatraemia,,,,,,,2022,9999,13/10/2023,NA,,
911,5C72,,Hyponatraemia,,,,,,,2022,9999,13/10/2023,NA,,
912,5C72&XS25,,Severe Hyponatraemia,,,,,,,2022,9999,13/10/2023,NA,,
913,5C72&XT8W,,Chronic Hyponatraemia,,,,,,,2022,9999,13/10/2023,NA,,
3123,5C73Z,,Fatal Ketoacidosis,,,,,,,2022,9999,05/02/2025,NA,,
914,5C73Z,,Ketoacidosis,,,,,,,2022,9999,13/10/2023,NA,,
915,5C73Z,,Metabolic Acidosis,,,,,,,2022,9999,13/10/2023,NA,,
916,5C73Z&XS25,,Severe Lactic Acidosis,,,,,,,2022,9999,13/10/2023,NA,,
917,5C73Z&XS25,,Severe Metabolic Acidosis,,,,,,,2022,9999,13/10/2023,NA,,
918,5C76,,Hyperkalaemia,,,,,,,2022,9999,13/10/2023,NA,,
919,5C77,,Hypokalaemia,,,,,,,2022,9999,13/10/2023,NA,,
920,5C78,,Fluid Overload,,,,,,,2022,9999,21/11/2023,NA,,
921,5C7Z,,Electrolyte Disturbance,,,,,,,2022,9999,13/10/2023,NA,,
922,5C7Z,,Electrolyte Imbalance,,,,,,,2022,9999,13/10/2023,NA,,
923,5C8000,,Familial Hypercholesterolaemia,,,,,,,2022,9999,13/10/2023,NA,,
924,5C800Z,,High Cholesterol,,,,,,,2022,9999,13/10/2023,NA,,
925,5C800Z,,Hypercholesterolaemia,,,,,,,2022,9999,13/10/2023,NA,,
926,5C80Z,,Hyperlipidaemia,,,,,,,2022,9999,13/10/2023,NA,,
927,5C811,,Hypobetalipoproteinaemia,,,,,,,2022,9999,13/10/2023,NA,,
928,5C8Z,,Dyslipidaemia,,,,,,,2022,9999,13/10/2023,NA,,
929,5D000,,Cardiac Amyloid,,,,,,,2022,9999,13/10/2023,NA,,
930,5D000,,Cardiac Amyloidosis,,,,,,,2022,9999,13/10/2023,NA,,
931,5D000&XA6H07,,Amyloid Cardiomyopathy,,,,,,,2022,9999,13/10/2023,NA,,
932,5D000&XA6H07,,Amyloid Heart Disease,,,,,,,2022,9999,24/09/2024,NA,,
933,5D00Z,,Amyloidosis,,,,,,,2022,9999,13/10/2023,NA,,
934,5D00Z&XA6H07,,Amyloid Heart Disease,,,,,,,2022,2022,06/08/2024,NA,24/09/2024,NA
935,5D00Z&XA6H07,,Senile Cardiac Amyloidosis,,,,,,,2022,9999,13/10/2023,NA,,
3264,5D01,,Tumour Lysis Syndrome,,,,,,,2022,9999,14/03/2025,NA,,
936,5D0Y,,Hypoalbuminaemia,,,,,,,2022,9999,13/10/2023,NA,,
937,5D2Z,,Metabolic Dysfunction,,,,,,,2022,9999,13/10/2023,NA,,
938,6A00Z,,Global Developmental Delay,,,,,,,2022,9999,09/11/2023,NA,,
939,6A020,,Asperger's,,,,,,,2022,9999,13/10/2023,NA,,
940,6A02Z,,Autism,,,,,,,2022,9999,13/10/2023,NA,,
941,6A03Z,,Learning Difficulties,,,,,,,2022,9999,13/10/2023,NA,,
942,6A03Z,,Learning Disabilities,,,,,,,2022,9999,13/10/2023,NA,,
943,6A03Z,,Learning Disability,,,,,,,2022,9999,13/10/2023,NA,,
944,6A03Z&XS25,,Severe Learning Disability,,,,,,,2022,9999,13/10/2023,NA,,
945,6A20Z,,Paranoid Schizophrenia,,,,,,,2022,9999,13/10/2023,NA,,
946,6A20Z,,Schizophrenia,,,,,,,2022,9999,13/10/2023,NA,,
947,6A21Z,,Schizoaffective Disorder,,,,,,,2022,9999,13/10/2023,NA,,
948,6A60Z,,Bipolar Disorder,,,,,,,2022,9999,13/10/2023,NA,,
949,6A6Z,,Bipolar Affective Disorder,,,,,,,2022,9999,13/10/2023,NA,,
950,6A7Z,,Depression,,,,,,,2022,9999,13/10/2023,NA,,
951,6A7Z&XS25,,Severe Depression,,,,,,,2022,9999,06/08/2024,NA,,
952,6B00,,Generalised Anxiety Disorder,,,,,,,2022,9999,13/10/2023,NA,,
953,6B02,,Agoraphobia,,,,,,,2022,9999,13/10/2023,NA,,
954,6B606,,Hemiparesis,,,,,,,2022,9999,13/10/2023,NA,,
955,6B606,,Paraparesis,,,,,,,2022,9999,13/10/2023,NA,,
956,6B80Z,,Anorexia Nervosa,,,,,,,2022,9999,13/10/2023,NA,,
957,6C4011,,Chronic Alcohol Use,,,,,,,2022,9999,23/05/2024,NA,,
958,6C401Z,5C73Y,Alcoholic Ketoacidosis,,,,,,,2022,9999,02/10/2024,NA,,
959,6C401Z,MH12Y,SUDAM,,,,,,,2022,9999,16/02/2024,NA,,
960,6C401Z,MH12Y,Sudden Unexpected Death in Alcohol Misuse,,,,,,,2022,9999,22/01/2024,NA,,
961,6C401Z,,Alcohol,,,,,,,2022,9999,20/11/2023,NA,,
962,6C401Z,,Alcohol Abuse,,,,,,,2022,9999,13/10/2023,NA,,
963,6C401Z,,Alcohol Excess,,,,,,,2022,9999,13/11/2023,NA,,
964,6C401Z,,Alcohol Misuse,,,,,,,2022,9999,13/10/2023,NA,,
965,6C401Z,,Chronic Alcohol Abuse,,,,,,,2022,9999,13/10/2023,NA,,
966,6C401Z,,Chronic Alcohol Excess,,,,,,,2022,9999,13/10/2023,NA,,
967,6C401Z,,Chronic Alcohol Misuse,,,,,,,2022,9999,13/10/2023,NA,,
968,6C401Z,,Chronic Alcohol Use,,,,,,,2022,2022,25/10/2023,NA,23/05/2024,NA
969,6C401Z,,Chronic Excess Alcohol Consumption,,,,,,,2022,9999,13/10/2023,NA,,
970,6C402,5C50DY,Alcoholic Ketoacidosis,,,,,,,2022,2022,13/10/2023,NA,20/03/2024,NA
971,6C402Z,5C73Y,Alcoholic Ketoacidosis,,,,,,,2022,2022,20/03/2024,NA,02/10/2024,NA
972,6C402Z,,Alcohol Dependence,,,,,,,2022,9999,13/10/2023,NA,,
973,6C402Z,,Alcohol Dependence Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
974,6C402Z,,Alcohol Dependency,,,,,,,2022,9999,13/10/2023,NA,,
975,6C402Z,,Alcohol Dependency Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
976,6C402Z,,Alcoholism,,,,,,,2022,9999,13/10/2023,NA,,
977,6C402Z,,Chronic Alcohol Dependence,,,,,,,2022,9999,13/10/2023,NA,,
978,6C402Z,,Chronic Alcohol Dependency,,,,,,,2022,9999,13/10/2023,NA,,
979,6C402Z,,Chronic Alcoholism,,,,,,,2022,9999,13/10/2023,NA,,
980,6C403,,Alcohol Intoxication,,,,,,,2022,9999,13/10/2023,NA,,
981,6C4042,,Alcohol Withdrawal Seizure,,,,,,,2022,9999,13/11/2023,NA,,
982,6C404Z,,Alcohol Withdrawal,,,,,,,2022,9999,13/10/2023,NA,,
983,6C4A2Z,,Tobacco Dependence,,,,,,,2022,9999,13/10/2023,NA,,
984,6C4GZ,,Drug Misuse,,,,,,,2022,9999,13/10/2023,NA,,
985,6D70Y,,Hypoactive Delirium,,,,,,,2022,9999,13/10/2023,NA,,
986,6D70Z,,Delerium,,,,,,,2022,9999,13/10/2023,NA,,
987,6D70Z,,Delirium,,,,,,,2022,9999,13/10/2023,NA,,
988,6D71,,Mild Cognitive Impairment,,,,,,,2022,9999,13/10/2023,NA,,
989,6D802,,Mixed Alzheimer And Vascular Dementia,,,,,,,2022,2022,13/10/2023,NA,31/01/2024,NA
990,6D802,,Mixed Vascular And Alzheimer Dementia,,,,,,,2022,2022,13/10/2023,NA,31/01/2024,NA
991,6D802,,Mixed Vascular Dementia,,,,,,,2022,2022,13/10/2023,NA,31/01/2024,NA
992,6D80Z,8A20,Alzheimer Dementia,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
993,6D80Z,8A20,Alzheimer Disease Dementia,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
994,6D80Z,8A20,Alzheimer Type Dementia,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
995,6D80Z,8A20,Dementia Alzheimer Disease,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
996,6D80Z,8A20,Dementia In Alzheimer,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
997,6D80Z,8A20,Dementia In Alzheimer Disease,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
998,6D80Z,8A20,Dementia Of Alzheimer Disease,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
999,6D80Z,,Mixed Alzheimer,,,,,,,2022,2022,13/10/2023,NA,31/01/2024,NA
1000,6D80Z&XS25,8A20,Advanced Alzheimer Dementia,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
1001,6D80Z&XS25,8A20,Advanced Dementia In Alzheimer Disease,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
1002,6D80Z&XS25,8A20,End Stage Alzheimer Dementia,,,,,,,2022,2022,13/10/2023,NA,22/01/2024,NA
1003,6D81,,Mixed Vascular Dementia,,,,,,,2022,9999,31/01/2024,NA,,
1004,6D81,,Multi Infarct Dementia,,,,,,,2022,9999,14/12/2023,NA,,
1005,6D81,,Multi Infarction Dementia,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1006,6D81,,Multiinfarction Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1007,6D81,,Subcortical Vascular Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1008,6D81,,Vascular Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1009,6D81&XS25,,Advanced Vascular Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1010,6D81&XS25,,End Stage Vascular Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1011,6D82,8A22,Lewy Body Dementia,,,,,,,2022,2022,13/10/2023,NA,01/02/2024,NA
1012,6D82,8A22,Lewy-Body Dementia,,,,,,,2022,2022,20/12/2023,NA,01/02/2024,NA
1013,6D82&XS25,8A22,Advanced Lewy Body Dementia,,,,,,,2022,2022,13/10/2023,NA,01/02/2024,NA
1014,6D82&XS25,8A22,End Stage Lewy Body Dementia,,,,,,,2022,2022,13/10/2023,NA,01/02/2024,NA
1015,6D83,,Frontal Lobe Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1016,6D83,,Frontotemporal Dementia,,,,,,,2022,9999,13/10/2023,NA,,
4377,6D83,,Picks Disease,,,,,,,2022,9999,28/03/2025,NA,,
1017,6D83,,Primary Progressive Aphasia,,,,,,,2022,9999,13/10/2023,NA,,
1018,6D83,,Semantic Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1019,6D840,,Alcohol Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1020,6D840,,Alcohol Related Dementia,,,,,,,2022,9999,08/01/2024,NA,,
1021,6D840,,Alcoholic Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1022,6D840,,Alcoholic Related Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1023,6D840,,Alcohol-Related Dementia,,,,,,,2022,2022,24/10/2023,NA,08/01/2024,NA
1024,6D850,8A000Z,Dementia In Parkinson Disease,,,,,,,2022,2022,13/10/2023,NA,23/05/2024,NA
1025,6D850,8A000Z,Dementia Of Parkinson Disease,,,,,,,2022,2022,17/10/2023,NA,14/12/2023,NA
1026,6D850,8A000Z,Dementia Parkinson,,,,,,,2022,2022,13/10/2023,NA,23/05/2024,NA
1027,6D850,8A000Z,Dementia Parkinson Disease,,,,,,,2022,2022,13/10/2023,NA,23/05/2024,NA
1028,6D850,8A000Z,Parkinson Disease Dementia,,,,,,,2022,2022,13/10/2023,NA,23/05/2024,NA
1029,6D850,,Dementia In Parkinson Disease,,,,,,,2022,9999,23/05/2024,NA,,
1030,6D850,,Dementia Parkinson,,,,,,,2022,9999,23/05/2024,NA,,
1031,6D850,,Dementia Parkinson Disease,,,,,,,2022,9999,23/05/2024,NA,,
1032,6D850,,Parkinson Dementia,,,,,,,2022,9999,15/01/2025,NA,,
1033,6D850,,Parkinson Disease Dementia,,,,,,,2022,9999,23/05/2024,NA,,
1034,6D8Y,,Progression Dementia,,,,,,,2022,9999,19/12/2023,NA,,
1035,6D8Y,,Progressive Dementia,,,,,,,2022,9999,13/10/2023,NA,,
4378,6D8Z,MG2A,Frailty Dementia ,,,,,,,2022,9999,28/03/2025,NA,,
1036,6D8Z,,Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1037,6D8Z,,Dementia (Mixed),,,,,,,2022,2022,01/11/2023,NA,14/03/2025,NA
1038,6D8Z,,Dementia Mixed Type,,,,,,,2022,9999,14/12/2023,NA,,
1039,6D8Z,,Dementia Of Mixed Type,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1040,6D8Z,,Mixed Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1041,6D8Z,,Mixed Type Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1042,6D8Z,,Senile Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1043,6D8Z,,Unspecified Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1044,6D8Z&XS25,,Advanced Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1045,6D8Z&XS25,,Advanced Mixed Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1046,6D8Z&XS25,,Advanced Senile Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1047,6D8Z&XS25,,End Stage Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1048,6D8Z&XS25,,Severe Dementia,,,,,,,2022,9999,13/10/2023,NA,,
1049,7A41,,Obstructive Sleep Apnoea,,,,,,,2022,9999,13/10/2023,NA,,
1050,7A41,,Sleep Apnoea,,,,,,,2022,9999,13/10/2023,NA,,
1051,7A41&XS25,,Severe Obstructive Sleep Apnoea,,,,,,,2022,9999,13/10/2023,NA,,
1052,7A420,,Obesity Hypoventilation Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
1053,8A000Z,6D850,Parkinson Dementia,,,,,,,2022,2022,13/10/2023,NA,25/01/2025,NA
1054,8A000Z,,Parkinson,,,,,,,2022,9999,13/10/2023,NA,,
1055,8A000Z,,Parkinson Disease,,,,,,,2022,9999,13/10/2023,NA,,
1056,8A000Z&XB5F,,Idiopathic Parkinson Disease,,,,,,,2022,9999,13/10/2023,NA,,
1057,8A000Z&XS25,,Advanced Parkinson,,,,,,,2022,9999,13/10/2023,NA,,
1058,8A000Z&XS25,,Advanced Parkinson Disease,,,,,,,2022,9999,13/10/2023,NA,,
1059,8A000Z&XS25,,End Stage Parkinson Disease,,,,,,,2022,9999,13/10/2023,NA,,
1060,8A000Z&XS25,,Severe Parkinson Disease,,,,,,,2022,9999,13/10/2023,NA,,
1061,8A0010,,Progressive Supranuclear Palsy,,,,,,,2022,9999,13/10/2023,NA,,
1062,8A001Y,,Corticobasal Degeneration,,,,,,,2022,9999,13/10/2023,NA,,
1063,8A001Y,,Perry Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
1064,8A0023,,Vascular Parkinson,,,,,,,2022,9999,13/10/2023,NA,,
1065,8A0023,,Vascular Parkinson Disease,,,,,,,2022,9999,13/10/2023,NA,,
1066,8A0023,,Vascular Parkinsonism,,,,,,,2022,9999,13/10/2023,NA,,
1067,8A0024,,Drug Induced Parkinsonism,,,,,,,2022,9999,13/10/2023,NA,,
1068,8A00Z,,Parkinsonism,,,,,,,2022,9999,13/10/2023,NA,,
1069,8A0110,,Huntington Chorea,,,,,,,2022,9999,13/10/2023,NA,,
